,row_id,order_id,order_date,ship_date,ship_mode,custumer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,order_year,order_month,shipping_delay,sales_log
5868,5869,CA-2017-158211,2017-01-04,2017-01-08,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,104.58,2017,1,4 days,4.65946895939547
5869,5870,CA-2017-152247,2017-11-07,2017-11-12,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Cheyenne,Wyoming,82001.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,2017,11,5 days,7.3803405728620834
5870,5871,CA-2017-128223,2017-06-14,2017-06-14,Same Day,EB-13705,Ed Braxton,Corporate,United States,Anaheim,California,92804.0,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488,2017,6,0 days,7.165870529160213
5871,5872,CA-2017-154235,2017-09-24,2017-09-28,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bloomington,Indiana,47401.0,Central,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,2017,9,4 days,4.859424732327354
5872,5873,CA-2018-129910,2018-03-30,2018-04-03,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,2018,4,4 days,4.106931677727572
5873,5874,CA-2018-133095,2018-06-04,2018-06-04,Same Day,EH-14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,72401.0,South,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,108.08,2018,6,0 days,4.692081557977388
5874,5875,CA-2018-133095,2018-06-04,2018-06-04,Same Day,EH-14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,72401.0,South,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,9.54,2018,6,0 days,2.355177543113216
5875,5876,CA-2016-130554,2016-04-07,2016-04-09,First Class,FM-14290,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,11.736,2016,4,2 days,2.5444326291020274
5876,5877,CA-2015-152443,2015-05-21,2015-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841.0,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,2015,5,5 days,6.106711035112369
5877,5878,CA-2015-152443,2015-05-21,2015-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841.0,East,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,2015,5,5 days,2.9412760877579323
5878,5879,CA-2015-152443,2015-05-21,2015-05-26,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841.0,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,2015,5,5 days,5.5089023886148505
5879,5880,CA-2017-133319,2017-09-05,2017-09-11,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,2017,9,6 days,5.263518861005341
5880,5881,CA-2017-133935,2017-09-18,2017-09-22,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2017,9,4 days,6.687816586616838
5881,5882,CA-2017-133935,2017-09-18,2017-09-22,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105.0,West,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,368.91,2017,9,4 days,5.9132597328065915
5882,5883,CA-2017-133935,2017-09-18,2017-09-22,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105.0,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",885.528,2017,9,4 days,6.787312709899847
5883,5884,CA-2017-136301,2017-03-13,2017-03-15,Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,94109.0,West,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,2017,3,2 days,3.3769046890931107
5884,5885,CA-2017-136301,2017-03-13,2017-03-15,Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,94109.0,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59,2017,3,2 days,8.49976011451679
5885,5886,US-2015-109456,2015-10-16,2015-10-17,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110.0,West,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352,2015,10,1 days,2.731245758705399
5886,5887,US-2015-109456,2015-10-16,2015-10-17,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110.0,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,2015,10,1 days,5.19833127167211
5887,5888,CA-2018-151596,2018-10-08,2018-10-11,First Class,BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920.0,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,2018,10,3 days,3.7787201581137255
5888,5889,CA-2016-147879,2016-05-07,2016-05-12,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Owensboro,Kentucky,42301.0,South,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,45.68,2016,5,5 days,3.8433158074183553
5889,5890,CA-2017-166625,2017-04-14,2017-04-17,First Class,JM-15580,Jill Matthias,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06,2017,4,3 days,3.260401571696699
5890,5891,CA-2017-146157,2017-11-21,2017-11-26,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,38.432,2017,11,5 days,3.6745776694030767
5891,5892,CA-2017-146157,2017-11-21,2017-11-26,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",21.568,2017,11,5 days,3.1165329736996954
5892,5893,CA-2017-146157,2017-11-21,2017-11-26,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,81.576,2017,11,5 days,4.413719081406371
5893,5894,CA-2018-159954,2018-09-10,2018-09-14,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78,2018,9,4 days,1.3297240096314962
5894,5895,CA-2018-100825,2018-09-09,2018-09-14,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Los Angeles,California,90036.0,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,2018,9,5 days,4.613832559066744
5895,5896,CA-2015-168305,2015-11-01,2015-11-08,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049.0,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,2015,11,7 days,3.8155121050473024
5896,5897,CA-2015-168305,2015-11-01,2015-11-08,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049.0,West,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,21.4,2015,11,7 days,3.109060958860994
5897,5898,CA-2017-167682,2017-04-03,2017-04-09,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374.0,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12,2017,4,6 days,4.2783313983351166
5898,5899,CA-2017-167682,2017-04-03,2017-04-09,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374.0,Central,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,259.96,2017,4,6 days,5.564367138872703
5899,5900,CA-2018-108000,2018-01-12,2018-01-16,Standard Class,LS-16945,Linda Southworth,Corporate,United States,San Francisco,California,94110.0,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,9.78,2018,1,4 days,2.377692565480851
5900,5901,CA-2016-146465,2016-11-20,2016-11-24,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,San Francisco,California,94122.0,West,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,24.192,2016,11,4 days,3.2265264837987235
5901,5902,CA-2017-159639,2017-11-27,2017-12-02,Standard Class,PC-18745,Pamela Coakley,Corporate,United States,Westfield,New Jersey,7090.0,East,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,2017,12,5 days,3.4830845411343394
5902,5903,US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122.0,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94,2018,11,0 days,4.109889773557563
5903,5904,US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122.0,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,45.36,2018,11,0 days,3.836437018471551
5904,5905,US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122.0,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,2018,11,0 days,3.3105430133940246
5905,5906,US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122.0,West,OFF-LA-10000414,Office Supplies,Labels,Avery 503,41.4,2018,11,0 days,3.747148362237912
5906,5907,US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122.0,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95,2018,11,0 days,2.8875901149342877
5907,5908,US-2017-113985,2017-12-02,2017-12-07,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123.0,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704,2017,12,5 days,3.2466466218135572
5908,5909,US-2017-113985,2017-12-02,2017-12-07,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123.0,West,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,2017,12,5 days,4.1059436980654525
5909,5910,US-2017-113985,2017-12-02,2017-12-07,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123.0,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,2017,12,5 days,2.7421295147550726
5910,5911,US-2017-113985,2017-12-02,2017-12-07,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123.0,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,104.184,2017,12,5 days,4.655711197481809
5911,5912,CA-2017-155383,2017-12-17,2017-12-22,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Seattle,Washington,98115.0,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",46.53,2017,12,5 days,3.861361090625918
5912,5913,CA-2015-120432,2015-08-24,2015-08-26,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Owensboro,Kentucky,42301.0,South,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,25.5,2015,8,2 days,3.2771447329921766
5913,5914,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,2016,9,6 days,2.766319109226186
5914,5915,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,87.71,2016,9,6 days,4.485372622532496
5915,5916,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,199.764,2016,9,6 days,5.302130088875954
5916,5917,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6,2016,9,6 days,4.560172820057356
5917,5918,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.704,2016,9,6 days,8.349887293232525
5918,5919,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,2003.92,2016,9,6 days,7.603359438695257
5919,5920,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,2016,9,6 days,5.3517159432727315
5920,5921,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2016,9,6 days,6.493602542476407
5921,5922,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96,2016,9,6 days,4.718141664647253
5922,5923,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,2016,9,6 days,4.231203744939298
5923,5924,CA-2017-130288,2017-11-26,2017-11-30,Second Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,10011.0,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.176,2017,11,4 days,5.749953338435588
5924,5925,CA-2018-146458,2018-11-19,2018-11-22,Second Class,RB-19435,Richard Bierner,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,22.96,2018,11,3 days,3.1763857732472487
5925,5926,CA-2018-150420,2018-06-03,2018-06-08,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Bellingham,Washington,98226.0,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,1099.5,2018,6,5 days,7.003519900966516
5926,5927,US-2015-118997,2015-04-08,2015-04-12,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601.0,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,2015,4,4 days,7.104078355411906
5927,5928,CA-2015-114314,2015-10-11,2015-10-15,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701.0,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,7.31,2015,10,4 days,2.1174596088673567
5928,5929,CA-2015-114314,2015-10-11,2015-10-15,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701.0,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8.92,2015,10,4 days,2.2945529212967815
5929,5930,US-2018-169551,2018-07-07,2018-07-09,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,87.21,2018,7,2 days,4.479720335270676
5930,5931,US-2018-169551,2018-07-07,2018-07-09,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,15.552,2018,7,2 days,2.8065069404432417
5931,5932,US-2018-169551,2018-07-07,2018-07-09,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,683.988,2018,7,2 days,6.529401319860604
5932,5933,US-2018-169551,2018-07-07,2018-07-09,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,13.392,2018,7,2 days,2.666672496648232
5933,5934,US-2018-169551,2018-07-07,2018-07-09,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,16.776,2018,7,2 days,2.8778492328972742
5934,5935,US-2018-169551,2018-07-07,2018-07-09,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,527.92,2018,7,2 days,6.270837191688622
5935,5936,CA-2017-103107,2017-07-04,2017-07-04,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103.0,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,2017,7,0 days,3.2733640101522705
5936,5937,CA-2017-103107,2017-07-04,2017-07-04,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103.0,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,2017,7,0 days,5.184476550124277
5937,5938,CA-2017-103107,2017-07-04,2017-07-04,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103.0,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,2017,7,0 days,4.290130619969345
5938,5939,CA-2018-122077,2018-05-19,2018-05-25,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,75023.0,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,95.992,2018,5,6 days,4.574628500875392
5939,5940,CA-2018-122077,2018-05-19,2018-05-25,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,75023.0,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,13.216,2018,5,6 days,2.6543680908523504
5940,5941,CA-2018-112431,2018-10-12,2018-10-14,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049.0,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84,2018,10,2 days,6.079566995329528
5941,5942,CA-2018-112431,2018-10-12,2018-10-14,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,5.88,2018,10,2 days,1.9286186519452522
5942,5943,CA-2017-151092,2017-08-06,2017-08-13,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168,2017,8,7 days,5.357378413677241
5943,5944,CA-2015-104178,2015-08-25,2015-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036.0,West,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28,2015,8,4 days,1.9851308622085946
5944,5945,CA-2015-104178,2015-08-25,2015-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036.0,West,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,2015,8,4 days,4.565389315976247
5945,5946,CA-2015-104178,2015-08-25,2015-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036.0,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,25.92,2015,8,4 days,3.2928695047765273
5946,5947,CA-2015-104178,2015-08-25,2015-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036.0,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,48.84,2015,8,4 days,3.908817874479198
5947,5948,CA-2016-115924,2016-09-14,2016-09-18,Second Class,BE-11455,Brad Eason,Home Office,United States,Des Moines,Iowa,50315.0,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,25.9,2016,9,4 days,3.292126286607793
5948,5949,CA-2018-161046,2018-03-05,2018-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671.0,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,2018,3,0 days,3.7768903314366495
5949,5950,CA-2018-161046,2018-03-05,2018-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671.0,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,299.97,2018,3,0 days,5.707010592007626
5950,5951,CA-2018-161046,2018-03-05,2018-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671.0,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2018,3,0 days,5.573066163587918
5951,5952,CA-2018-161046,2018-03-05,2018-03-05,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671.0,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,234.36,2018,3,0 days,5.461116256853128
5952,5953,US-2018-141698,2018-04-15,2018-04-21,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Houston,Texas,77041.0,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,20.736,2018,4,6 days,3.0789698721240466
5953,5954,US-2015-105151,2015-03-30,2015-03-31,First Class,SG-20890,Susan Gilcrest,Corporate,United States,New York City,New York,10009.0,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,2015,3,1 days,2.4423470353692043
5954,5955,CA-2015-155796,2015-11-11,2015-11-15,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601.0,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.968,2015,11,4 days,3.2175950049684783
5955,5956,CA-2015-155796,2015-11-11,2015-11-15,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601.0,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96,2015,11,4 days,6.259504979304475
5956,5957,CA-2017-127138,2017-03-12,2017-03-15,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109.0,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,2017,3,3 days,6.518483350768723
5957,5958,CA-2017-127138,2017-03-12,2017-03-15,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109.0,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,2017,3,3 days,5.049214776063731
5958,5959,CA-2017-127138,2017-03-12,2017-03-15,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109.0,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,2017,3,3 days,3.4518904959776733
5959,5960,CA-2017-127138,2017-03-12,2017-03-15,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109.0,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352,2017,3,3 days,6.648144819311267
5960,5961,CA-2018-150602,2018-02-09,2018-02-14,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90045.0,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,2018,2,5 days,3.096482176654134
5961,5962,CA-2015-140732,2015-11-11,2015-11-13,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004.0,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.928,2015,11,2 days,6.35771747535979
5962,5963,CA-2015-140732,2015-11-11,2015-11-13,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004.0,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2015,11,2 days,2.172476407647025
5963,5964,CA-2015-140732,2015-11-11,2015-11-13,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004.0,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,123.92,2015,11,2 days,4.827673532414877
5964,5965,CA-2018-119011,2018-08-20,2018-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109.0,West,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22,2018,8,5 days,2.9025198918318122
5965,5966,CA-2018-119011,2018-08-20,2018-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109.0,West,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,2018,8,5 days,5.427413939882447
5966,5967,CA-2018-119011,2018-08-20,2018-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109.0,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,2018,8,5 days,4.69024635834321
5967,5968,CA-2017-166912,2017-01-15,2017-01-17,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,10009.0,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2017,1,2 days,4.418599614904722
5968,5969,CA-2015-141726,2015-07-20,2015-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105.0,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,2015,7,2 days,4.662022997580874
5969,5970,CA-2015-141726,2015-07-20,2015-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105.0,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2015,7,2 days,2.272538171641749
